NCESID,StudentTestID,StudentLocalID,StudentGradeLevel,TestDate,TestName,TestTypeName,TestSubjectName,TestGradeLevel,Score1Label,Score1Type,Score1Value,Score2Label,Score2Type,Score2Value,Score3Label,Score3Type,Score3Value,Score4Label,Score4Type,Score4Value
373737,1119844,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75,,,
373737,1952869,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1952869,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100,,,
373737,1033343,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1033343,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1255112,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1255112,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1958352,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1958352,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1109070,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2-W,Scaled Score,Scale,208,CPI,Scale,0,,,
373737,1109070,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1920115,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1920115,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1250302,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75,,,
373737,1250302,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50,,,
373737,1110174,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100,,,
373737,1110174,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100,,,
373737,1175280,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1175280,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100,,,
373737,1804680,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1804680,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100,,,
373737,1936612,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75,,,
373737,1936612,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100,,,
373737,1948487,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1948487,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1664006,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1664006,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100,,,
373737,1043244,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,276,CPI,Scale,100,,,
373737,1043244,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1895008,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1895008,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1423753,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1423753,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1304098,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1304098,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1311633,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1311633,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1515038,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1515038,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,276,CPI,Scale,100,,,
373737,1482381,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1482381,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1368783,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1368783,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100,,,
373737,1254147,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1254147,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1569488,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1569488,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1530837,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1530837,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100,,,
373737,1905556,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1905556,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1609950,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1609950,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1733679,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1733679,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100,,,
373737,1161679,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1161679,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1314533,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1314533,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1789316,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1789316,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1130218,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2-W,Scaled Score,Scale,212,CPI,Scale,25,,,
373737,1130218,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,2-W,Scaled Score,Scale,210,CPI,Scale,25,,,
373737,1588757,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1588757,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1842871,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2-W,Scaled Score,Scale,212,CPI,Scale,25,,,
373737,1842871,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50,,,
373737,1624459,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1624459,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1839724,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1839724,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100,,,
373737,1706185,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1706185,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1507560,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1507560,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75,,,
373737,1375076,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100,,,
373737,1375076,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100,,,
373737,1704705,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1704705,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1952986,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1952986,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1944560,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1944560,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,280,CPI,Scale,100,,,
373737,1125564,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50,,,
373737,1125564,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1733911,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1733911,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1268702,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1268702,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100,,,
373737,1539077,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1539077,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1380915,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100,,,
373737,1380915,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,276,CPI,Scale,100,,,
373737,1214152,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100,,,
373737,1214152,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100,,,
373737,1173176,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1173176,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1223523,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1223523,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1653928,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50,,,
373737,1653928,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1482488,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1482488,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1188906,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1188906,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100,,,
373737,1913786,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50,,,
373737,1913786,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25,,,
373737,1894586,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1894586,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100,,,
373737,1124951,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1124951,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1855222,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1855222,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1368610,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1368610,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1489401,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1489401,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1866619,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1866619,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1576650,missing,3,4/1/13,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75,,,
373737,1576650,missing,3,5/1/13,MCAS,MCAS Math,Math,3,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75,,,
373737,1395896,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1395896,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1669010,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1669010,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1047808,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1047808,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75,,,
373737,1894799,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1894799,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75,,,
373737,1925438,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50,,,
373737,1925438,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50,,,
373737,1410143,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1410143,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75,,,
373737,1432911,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,5-A,Scaled Score,Scale,274,CPI,Scale,100,,,
373737,1432911,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,5-A,Scaled Score,Scale,266,CPI,Scale,100,,,
373737,1038078,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25,,,
373737,1038078,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50,,,
373737,1284534,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1284534,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50,,,
373737,1428661,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1428661,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1820998,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2-W,Scaled Score,Scale,210,CPI,Scale,25,,,
373737,1820998,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1921240,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2-W,Scaled Score,Scale,214,CPI,Scale,25,,,
373737,1921240,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1000949,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75,,,
373737,1000949,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1206247,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50,,,
373737,1206247,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1136542,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1136542,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75,,,
373737,1765899,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1765899,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,5-A,Scaled Score,Scale,274,CPI,Scale,100,,,
373737,1576451,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1576451,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75,,,
373737,1269884,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1269884,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1266487,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1299310,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1299310,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1850840,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1850840,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50,,,
373737,1370315,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1370315,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100,,,
373737,1429940,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50,,,
373737,1429940,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1497646,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50,,,
373737,1497646,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50,,,
373737,1339230,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100,,,
373737,1339230,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,5-A,Scaled Score,Scale,280,CPI,Scale,100,,,
373737,1390182,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1390182,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1620009,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75,,,
373737,1620009,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75,,,
373737,1506922,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,5-A,Scaled Score,Scale,274,CPI,Scale,100,,,
373737,1506922,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1898618,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75,,,
373737,1898618,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75,,,
373737,1714353,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1714353,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75,,,
373737,1948628,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75,,,
373737,1948628,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1692180,missing,4,4/1/13,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1692180,missing,4,5/1/13,MCAS,MCAS Math,Math,4,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
