NCESID,StudentTestID,StudentLocalID,StudentGradeLevel,TestDate,TestName,TestTypeName,TestSubjectName,TestGradeLevel,Score1Label,Score1Type,Score1Value,Score2Label,Score2Type,Score2Value,Score3Label,Score3Type,Score3Value,Score4Label,Score4Type,Score4Value
373737,1732623,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100,,,
373737,1732623,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50,,,
373737,1816043,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25,,,
373737,1816043,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50,,,
373737,1329798,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1329798,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50,,,
373737,1686933,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1686933,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1280415,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1280415,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1846303,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50,,,
373737,1846303,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25,,,
373737,1172667,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1172667,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1675530,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1675530,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50,,,
373737,1160877,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1160877,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1507744,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1507744,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,270,CPI,Scale,100,,,
373737,1330427,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1330427,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1812465,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75,,,
373737,1812465,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25,,,
373737,1057923,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75,,,
373737,1057923,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25,,,
373737,1972571,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75,,,
373737,1972571,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1461319,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75,,,
373737,1461319,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75,,,
373737,1727905,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,2-W,Scaled Score,Scale,216,CPI,Scale,25,,,
373737,1727905,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1840700,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1840700,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,276,CPI,Scale,100,,,
373737,1655405,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1655405,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1392203,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75,,,
373737,1392203,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50,,,
373737,1890762,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1890762,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75,,,
373737,1430803,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1430803,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75,,,
373737,1747045,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75,,,
373737,1747045,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1564372,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1564372,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1394857,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1394857,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100,,,
373737,1373567,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1373567,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1632870,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,2-W,Scaled Score,Scale,210,CPI,Scale,25,,,
373737,1632870,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,212,CPI,Scale,25,,,
373737,1125366,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1125366,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1889990,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1889990,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1819597,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1819597,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,276,CPI,Scale,100,,,
373737,1079443,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1079443,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25,,,
373737,1186900,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50,,,
373737,1186900,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1524792,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1524792,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1284834,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1284834,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1983371,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50,,,
373737,1983371,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25,,,
373737,1065894,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,,Scaled Score,Scale,246,CPI,Scale, ,,,
373737,1065894,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,,Scaled Score,Scale,262,CPI,Scale, ,,,
373737,1215220,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1215220,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1794614,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1794614,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1907880,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100,,,
373737,1907880,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75,,,
373737,1277932,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5-A,Scaled Score,Scale,276,CPI,Scale,100,,,
373737,1277932,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1834484,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1834484,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,268,CPI,Scale,100,,,
373737,1119366,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100,,,
373737,1119366,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,280,CPI,Scale,100,,,
373737,1803600,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1803600,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75,,,
373737,1880796,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1880796,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,276,CPI,Scale,100,,,
373737,1911350,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1911350,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1037368,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100,,,
373737,1037368,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100,,,
373737,1994324,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5-A,Scaled Score,Scale,272,CPI,Scale,100,,,
373737,1994324,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1471667,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50,,,
373737,1471667,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1108440,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1108440,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1673026,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100,,,
373737,1673026,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1059233,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100,,,
373737,1059233,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1055012,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1055012,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1928230,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1928230,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1413435,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1413435,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75,,,
373737,1332178,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75,,,
373737,1332178,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,222,CPI,Scale,50,,,
373737,1073674,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100,,,
373737,1073674,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1704383,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1704383,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75,,,
373737,1039362,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1039362,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75,,,
373737,1239852,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50,,,
373737,1239852,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,214,CPI,Scale,25,,,
373737,1003888,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,2-W,Scaled Score,Scale,216,CPI,Scale,25,,,
373737,1003888,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25,,,
373737,1355980,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1355980,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25,,,
373737,1203512,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1203512,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50,,,
373737,1339482,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,2-W,Scaled Score,Scale,216,CPI,Scale,25,,,
373737,1339482,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,210,CPI,Scale,25,,,
373737,1843970,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100,,,
373737,1843970,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100,,,
373737,1594524,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1594524,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,264,CPI,Scale,100,,,
373737,1498828,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1498828,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1250980,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1250980,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1073044,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100,,,
373737,1073044,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100,,,
373737,1769658,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,2-W,Scaled Score,Scale,216,CPI,Scale,25,,,
373737,1769658,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,210,CPI,Scale,25,,,
373737,1199705,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1199705,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75,,,
373737,1463013,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1463013,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,232,CPI,Scale,75,,,
373737,1596751,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,2-W,Scaled Score,Scale,214,CPI,Scale,25,,,
373737,1596751,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1333217,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1333217,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50,,,
373737,1178736,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,254,CPI,Scale,100,,,
373737,1178736,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1258162,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1258162,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,252,CPI,Scale,100,,,
373737,1102070,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100,,,
373737,1102070,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1805758,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,242,CPI,Scale,100,,,
373737,1805758,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100,,,
373737,1622546,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1622546,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,238,CPI,Scale,75,,,
373737,1571686,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,230,CPI,Scale,75,,,
373737,1571686,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1213462,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50,,,
373737,1213462,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,218,CPI,Scale,25,,,
373737,1647671,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1647671,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,244,CPI,Scale,100,,,
373737,1771416,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1771416,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1402226,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,246,CPI,Scale,100,,,
373737,1402226,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75,,,
373737,1227867,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75,,,
373737,1227867,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,2-W,Scaled Score,Scale,214,CPI,Scale,25,,,
373737,1735850,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,248,CPI,Scale,100,,,
373737,1735850,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,260,CPI,Scale,100,,,
373737,1227018,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100,,,
373737,1227018,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,234,CPI,Scale,75,,,
373737,1344345,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1344345,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,236,CPI,Scale,75,,,
373737,1753588,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
373737,1753588,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100,,,
373737,1825635,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,226,CPI,Scale,50,,,
373737,1825635,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,240,CPI,Scale,100,,,
373737,1450472,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,224,CPI,Scale,50,,,
373737,1450472,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1579955,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,3-NI,Scaled Score,Scale,228,CPI,Scale,50,,,
373737,1579955,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,3-NI,Scaled Score,Scale,220,CPI,Scale,50,,,
373737,1784446,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,256,CPI,Scale,100,,,
373737,1784446,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,4-P,Scaled Score,Scale,250,CPI,Scale,100,,,
373737,1260349,missing,6,4/1/13,MCAS,MCAS ELA,ELA,6,Performance Level,Level,4-P,Scaled Score,Scale,258,CPI,Scale,100,,,
373737,1260349,missing,6,5/1/13,MCAS,MCAS Math,Math,6,Performance Level,Level,5-A,Scaled Score,Scale,262,CPI,Scale,100,,,
